supplier_id,supplier_name,location,lead_time_days,reliability_score,average_delay_days
S006125,Ultra Supply Solutions 6125,Delhi,10,96.97,7.46
S006126,Smart Supply Solutions 6126,Gurgaon,19,93.68,6.07
S006127,Ultra Supply Solutions 6127,Noida,18,90.55,3.02
S006128,Power Supply Solutions 6128,Kochi,29,82.48,11.84
S006129,Advanced Supply Solutions 6129,Kolkata,29,79.58,2.43
S006130,Advanced Supply Solutions 6130,Coimbatore,12,66.24,6.91
S006131,Pro Supply Solutions 6131,Pune,3,92.94,1.57
S006132,Industrial Supply Solutions 6132,Delhi,3,79.64,0.86
S006133,NextGen Supply Solutions 6133,Bangalore,3,75.91,5.96
S006134,Industrial Supply Solutions 6134,Mumbai,24,85.63,9.7
S006135,Standard Supply Solutions 6135,Kolkata,23,90.64,6.47
S006136,Ultra Supply Solutions 6136,Kolkata,26,82.78,3.66
S006137,Ultra Supply Solutions 6137,Lucknow,6,70.09,0.4
S006138,Eco Supply Solutions 6138,Mumbai,4,96.34,11.3
S006139,Pro Supply Solutions 6139,Hyderabad,7,68.84,2.7
S006140,Industrial Supply Solutions 6140,Coimbatore,20,97.97,6.98
S006141,Advanced Supply Solutions 6141,Bangalore,3,80.04,0.38
S006142,Pro Supply Solutions 6142,Kolkata,21,97.19,1.35
S006143,Premium Supply Solutions 6143,Delhi,27,96.1,2.21
S006144,NextGen Supply Solutions 6144,Gurgaon,7,78.81,1.53
S006145,Pro Supply Solutions 6145,Coimbatore,23,92.2,6.46
S006146,Power Supply Solutions 6146,Hyderabad,18,68.05,4.89
S006147,Premium Supply Solutions 6147,Pune,29,67.81,9.66
S006148,Eco Supply Solutions 6148,Kolkata,9,77.1,1.57
S006149,Pro Supply Solutions 6149,Kochi,9,85.73,5.29
S006150,Power Supply Solutions 6150,Coimbatore,3,65.32,5.25
S006151,Pro Supply Solutions 6151,Mumbai,22,82.52,2.92
S006152,NextGen Supply Solutions 6152,Ahmedabad,27,98.17,1.33
S006153,Standard Supply Solutions 6153,Kochi,3,94.19,0.33
S006154,Advanced Supply Solutions 6154,Bangalore,16,72.9,0.42
S006155,Pro Supply Solutions 6155,Lucknow,23,82.95,4.9
S006156,Standard Supply Solutions 6156,Hyderabad,24,70.83,0.84
S006157,Pro Supply Solutions 6157,Ahmedabad,29,73.95,4.86
S006158,Standard Supply Solutions 6158,Coimbatore,23,96.38,5.36
S006159,Eco Supply Solutions 6159,Noida,28,98.92,5.46
S006160,Smart Supply Solutions 6160,Coimbatore,30,73.25,2.46
S006161,Smart Supply Solutions 6161,Noida,28,72.21,6.08
S006162,Smart Supply Solutions 6162,Hyderabad,15,78.05,4.83
S006163,Smart Supply Solutions 6163,Jaipur,14,80.16,11.88
S006164,Ultra Supply Solutions 6164,Noida,14,68.03,0.74
S006165,Smart Supply Solutions 6165,Chennai,29,70.02,0.84
S006166,Standard Supply Solutions 6166,Mumbai,10,79.44,9.93
S006167,Advanced Supply Solutions 6167,Noida,24,73.0,3.34
S006168,Eco Supply Solutions 6168,Gurgaon,20,93.73,2.37
S006169,Power Supply Solutions 6169,Kochi,4,90.55,10.52
S006170,Eco Supply Solutions 6170,Mumbai,16,83.24,6.49
S006171,Premium Supply Solutions 6171,Gurgaon,8,79.71,7.47
S006172,Advanced Supply Solutions 6172,Lucknow,23,93.25,0.29
S006173,NextGen Supply Solutions 6173,Indore,15,70.64,3.28
S006174,Smart Supply Solutions 6174,Coimbatore,12,95.17,3.26
S006175,Industrial Supply Solutions 6175,Hyderabad,4,66.67,9.18
S006176,Industrial Supply Solutions 6176,Delhi,6,96.4,4.75
S006177,Eco Supply Solutions 6177,Gurgaon,24,69.72,7.01
S006178,Premium Supply Solutions 6178,Kolkata,27,92.61,11.2
S006179,Eco Supply Solutions 6179,Hyderabad,11,65.61,11.82
S006180,NextGen Supply Solutions 6180,Mumbai,26,92.71,1.7
S006181,Advanced Supply Solutions 6181,Delhi,18,84.86,6.76
S006182,Power Supply Solutions 6182,Pune,12,65.65,8.45
S006183,Ultra Supply Solutions 6183,Kochi,15,91.32,9.43
S006184,NextGen Supply Solutions 6184,Bangalore,22,68.45,11.06
S006185,Ultra Supply Solutions 6185,Mumbai,28,83.36,8.79
S006186,Power Supply Solutions 6186,Hyderabad,16,76.29,8.34
S006187,Advanced Supply Solutions 6187,Indore,12,90.81,0.84
S006188,NextGen Supply Solutions 6188,Coimbatore,24,94.01,6.63
S006189,Ultra Supply Solutions 6189,Kolkata,17,80.79,7.27
S006190,Industrial Supply Solutions 6190,Bangalore,13,90.77,8.42
S006191,NextGen Supply Solutions 6191,Bangalore,15,96.17,7.08
S006192,Pro Supply Solutions 6192,Lucknow,17,88.43,5.03
S006193,Smart Supply Solutions 6193,Kolkata,6,75.95,5.95
S006194,Pro Supply Solutions 6194,Mumbai,4,80.75,11.61
S006195,Advanced Supply Solutions 6195,Lucknow,21,72.82,4.08
S006196,Advanced Supply Solutions 6196,Ahmedabad,7,80.59,9.46
S006197,Standard Supply Solutions 6197,Pune,17,73.36,7.37
S006198,Smart Supply Solutions 6198,Kolkata,24,92.45,5.44
S006199,Ultra Supply Solutions 6199,Hyderabad,9,85.74,5.09
S006200,Ultra Supply Solutions 6200,Indore,13,86.53,6.54
S006201,NextGen Supply Solutions 6201,Kochi,30,68.75,9.64
S006202,NextGen Supply Solutions 6202,Delhi,3,65.05,1.64
S006203,Smart Supply Solutions 6203,Kochi,24,91.83,10.95
S006204,Ultra Supply Solutions 6204,Delhi,7,83.44,9.33
S006205,Pro Supply Solutions 6205,Kolkata,28,96.67,4.32
S006206,NextGen Supply Solutions 6206,Kochi,14,83.27,0.32
S006207,Eco Supply Solutions 6207,Bangalore,3,72.3,1.44
S006208,Eco Supply Solutions 6208,Jaipur,23,88.75,1.9
S006209,Smart Supply Solutions 6209,Hyderabad,7,88.83,1.42
S006210,Standard Supply Solutions 6210,Jaipur,13,67.23,1.41
S006211,Pro Supply Solutions 6211,Ahmedabad,17,88.58,11.53
S006212,Standard Supply Solutions 6212,Bangalore,23,72.23,7.97
S006213,Premium Supply Solutions 6213,Kochi,14,73.65,9.88
S006214,Advanced Supply Solutions 6214,Hyderabad,27,66.07,6.84
S006215,Eco Supply Solutions 6215,Coimbatore,16,86.33,7.51
S006216,Standard Supply Solutions 6216,Lucknow,12,89.88,10.6
S006217,Industrial Supply Solutions 6217,Delhi,12,72.84,3.29
S006218,Ultra Supply Solutions 6218,Noida,25,91.95,8.4
S006219,Pro Supply Solutions 6219,Pune,21,90.91,10.81
S006220,NextGen Supply Solutions 6220,Noida,6,78.93,11.25
S006221,Smart Supply Solutions 6221,Gurgaon,24,67.32,5.44
S006222,Advanced Supply Solutions 6222,Chennai,14,74.53,10.31
S006223,Standard Supply Solutions 6223,Noida,12,70.62,6.15
S006224,Smart Supply Solutions 6224,Hyderabad,5,97.6,3.24
S006225,Advanced Supply Solutions 6225,Indore,30,92.8,3.16
S006226,Eco Supply Solutions 6226,Coimbatore,4,67.66,5.53
S006227,Premium Supply Solutions 6227,Delhi,30,82.46,3.24
S006228,Standard Supply Solutions 6228,Jaipur,4,74.07,0.55
S006229,Pro Supply Solutions 6229,Indore,17,66.09,1.45
S006230,Industrial Supply Solutions 6230,Mumbai,5,75.96,10.22
S006231,Industrial Supply Solutions 6231,Kochi,16,69.34,10.61
S006232,Standard Supply Solutions 6232,Coimbatore,26,72.57,10.5
S006233,Ultra Supply Solutions 6233,Hyderabad,19,76.1,6.73
S006234,Ultra Supply Solutions 6234,Gurgaon,18,78.9,11.24
S006235,Eco Supply Solutions 6235,Kochi,6,80.93,6.09
S006236,Standard Supply Solutions 6236,Pune,29,82.69,5.66
S006237,Power Supply Solutions 6237,Hyderabad,13,77.58,5.8
S006238,Smart Supply Solutions 6238,Pune,18,81.94,3.2
S006239,NextGen Supply Solutions 6239,Pune,28,79.21,7.44
S006240,Smart Supply Solutions 6240,Jaipur,20,97.79,5.5
S006241,Standard Supply Solutions 6241,Pune,23,67.3,11.7
S006242,Ultra Supply Solutions 6242,Pune,8,84.92,2.23
S006243,NextGen Supply Solutions 6243,Coimbatore,15,71.58,1.11
S006244,Advanced Supply Solutions 6244,Gurgaon,18,77.76,4.34
S006245,Power Supply Solutions 6245,Indore,7,83.58,2.74
S006246,Advanced Supply Solutions 6246,Jaipur,13,90.83,11.9
S006247,Eco Supply Solutions 6247,Indore,26,98.24,6.79
S006248,Industrial Supply Solutions 6248,Delhi,29,81.78,4.44
S006249,Pro Supply Solutions 6249,Coimbatore,26,73.74,7.78
S006250,Ultra Supply Solutions 6250,Coimbatore,29,91.91,5.55
S006251,Standard Supply Solutions 6251,Bangalore,30,72.53,2.66
S006252,Ultra Supply Solutions 6252,Pune,8,82.27,4.86
S006253,Smart Supply Solutions 6253,Kolkata,26,93.79,3.58
S006254,Premium Supply Solutions 6254,Kolkata,20,78.73,7.72
S006255,Smart Supply Solutions 6255,Kochi,27,83.94,9.84
S006256,Ultra Supply Solutions 6256,Jaipur,20,69.06,3.3
S006257,Standard Supply Solutions 6257,Hyderabad,6,66.9,7.53
S006258,Standard Supply Solutions 6258,Noida,18,98.53,8.56
S006259,Eco Supply Solutions 6259,Coimbatore,24,71.08,4.57
S006260,NextGen Supply Solutions 6260,Kolkata,6,76.41,5.95
S006261,Ultra Supply Solutions 6261,Indore,17,82.16,4.43
S006262,Industrial Supply Solutions 6262,Noida,21,77.73,4.6
S006263,Smart Supply Solutions 6263,Indore,15,68.31,5.47
S006264,NextGen Supply Solutions 6264,Indore,25,71.7,3.69
S006265,Premium Supply Solutions 6265,Bangalore,6,81.78,5.96
S006266,Pro Supply Solutions 6266,Lucknow,12,79.92,9.08
S006267,Standard Supply Solutions 6267,Delhi,29,92.14,4.85
S006268,Pro Supply Solutions 6268,Lucknow,17,75.6,11.36
S006269,Smart Supply Solutions 6269,Lucknow,8,96.97,2.77
S006270,Eco Supply Solutions 6270,Hyderabad,6,74.62,5.5
S006271,Premium Supply Solutions 6271,Bangalore,19,76.26,7.3
S006272,Eco Supply Solutions 6272,Kolkata,29,97.28,6.61
S006273,Premium Supply Solutions 6273,Chennai,4,93.58,11.37
S006274,Power Supply Solutions 6274,Gurgaon,6,75.78,4.03
S006275,Premium Supply Solutions 6275,Mumbai,13,78.44,4.66
S006276,Pro Supply Solutions 6276,Bangalore,8,93.64,7.23
S006277,Pro Supply Solutions 6277,Kolkata,6,67.93,7.24
S006278,Eco Supply Solutions 6278,Kochi,11,75.02,9.49
S006279,Pro Supply Solutions 6279,Chennai,20,83.07,9.58
S006280,Advanced Supply Solutions 6280,Chennai,26,93.18,0.33
S006281,Pro Supply Solutions 6281,Delhi,11,84.2,9.22
S006282,Advanced Supply Solutions 6282,Chennai,22,81.65,8.67
S006283,Premium Supply Solutions 6283,Chennai,26,97.71,7.11
S006284,Ultra Supply Solutions 6284,Hyderabad,3,68.96,3.94
S006285,Industrial Supply Solutions 6285,Pune,26,91.52,10.9
S006286,NextGen Supply Solutions 6286,Chennai,8,69.32,8.91
S006287,Pro Supply Solutions 6287,Jaipur,22,89.92,3.24
S006288,Pro Supply Solutions 6288,Pune,24,83.47,3.8
S006289,Smart Supply Solutions 6289,Kochi,26,74.0,8.58
S006290,Power Supply Solutions 6290,Noida,14,83.47,11.03
S006291,Industrial Supply Solutions 6291,Noida,21,94.9,5.99
S006292,Standard Supply Solutions 6292,Gurgaon,3,81.05,10.57
S006293,Pro Supply Solutions 6293,Indore,15,65.22,4.71
S006294,Eco Supply Solutions 6294,Hyderabad,29,66.92,4.86
S006295,Pro Supply Solutions 6295,Coimbatore,7,86.51,8.29
S006296,Eco Supply Solutions 6296,Hyderabad,7,88.05,0.8
S006297,Ultra Supply Solutions 6297,Delhi,22,78.66,1.84
S006298,Power Supply Solutions 6298,Lucknow,17,73.25,8.8
S006299,Smart Supply Solutions 6299,Indore,15,89.34,3.06
S006300,Ultra Supply Solutions 6300,Mumbai,9,75.34,2.27
S006301,Advanced Supply Solutions 6301,Gurgaon,7,67.52,1.25
S006302,Pro Supply Solutions 6302,Ahmedabad,23,78.93,2.85
S006303,Ultra Supply Solutions 6303,Hyderabad,13,83.33,3.16
S006304,Premium Supply Solutions 6304,Ahmedabad,24,97.83,4.23
S006305,Advanced Supply Solutions 6305,Jaipur,15,85.14,11.27
S006306,Advanced Supply Solutions 6306,Gurgaon,14,72.08,7.81
S006307,Power Supply Solutions 6307,Ahmedabad,9,93.29,8.38
S006308,Ultra Supply Solutions 6308,Indore,21,74.91,1.77
S006309,Advanced Supply Solutions 6309,Hyderabad,10,97.62,2.47
S006310,Ultra Supply Solutions 6310,Noida,28,76.06,10.8
S006311,Industrial Supply Solutions 6311,Chennai,14,95.92,7.68
S006312,Advanced Supply Solutions 6312,Coimbatore,25,94.88,9.75
S006313,Pro Supply Solutions 6313,Hyderabad,16,94.38,4.42
S006314,Pro Supply Solutions 6314,Indore,14,66.34,7.01
S006315,Power Supply Solutions 6315,Noida,15,93.9,6.13
S006316,Pro Supply Solutions 6316,Hyderabad,15,89.52,2.62
S006317,Eco Supply Solutions 6317,Kochi,16,76.37,9.93
S006318,NextGen Supply Solutions 6318,Hyderabad,27,81.66,4.14
S006319,Industrial Supply Solutions 6319,Hyderabad,22,86.76,5.71
S006320,Advanced Supply Solutions 6320,Pune,3,97.08,1.77
S006321,Eco Supply Solutions 6321,Jaipur,4,91.52,7.73
S006322,NextGen Supply Solutions 6322,Pune,3,79.57,9.54
S006323,Ultra Supply Solutions 6323,Gurgaon,22,86.94,5.04
S006324,NextGen Supply Solutions 6324,Gurgaon,8,71.32,11.74
S006325,NextGen Supply Solutions 6325,Delhi,13,79.41,3.24
S006326,Ultra Supply Solutions 6326,Hyderabad,26,91.9,10.5
S006327,Pro Supply Solutions 6327,Chennai,6,85.62,8.71
S006328,Eco Supply Solutions 6328,Hyderabad,7,91.63,11.14
S006329,Pro Supply Solutions 6329,Indore,5,82.33,8.94
S006330,Standard Supply Solutions 6330,Pune,10,77.92,6.04
S006331,Pro Supply Solutions 6331,Kolkata,5,90.25,5.08
S006332,Standard Supply Solutions 6332,Jaipur,20,68.19,9.99
S006333,Smart Supply Solutions 6333,Kochi,23,98.27,10.12
S006334,Pro Supply Solutions 6334,Jaipur,8,97.24,7.15
S006335,Pro Supply Solutions 6335,Gurgaon,17,94.93,8.49
S006336,Ultra Supply Solutions 6336,Coimbatore,11,95.07,5.66
S006337,Premium Supply Solutions 6337,Indore,5,82.38,2.78
S006338,Pro Supply Solutions 6338,Hyderabad,16,81.93,0.79
S006339,Power Supply Solutions 6339,Delhi,22,92.88,7.91
S006340,Standard Supply Solutions 6340,Pune,9,74.63,8.1
S006341,Smart Supply Solutions 6341,Lucknow,25,93.9,8.05
S006342,NextGen Supply Solutions 6342,Coimbatore,30,71.83,6.84
S006343,Standard Supply Solutions 6343,Jaipur,4,94.89,4.24
S006344,Standard Supply Solutions 6344,Jaipur,7,83.4,3.06
S006345,Ultra Supply Solutions 6345,Hyderabad,11,93.67,0.98
S006346,Eco Supply Solutions 6346,Gurgaon,26,81.77,1.95
S006347,Premium Supply Solutions 6347,Delhi,6,85.69,7.61
S006348,NextGen Supply Solutions 6348,Gurgaon,16,96.51,9.26
S006349,Industrial Supply Solutions 6349,Delhi,18,79.22,10.91
S006350,Standard Supply Solutions 6350,Mumbai,6,72.49,1.19
S006351,Advanced Supply Solutions 6351,Coimbatore,4,68.09,9.81
S006352,Pro Supply Solutions 6352,Indore,6,85.06,7.25
S006353,Ultra Supply Solutions 6353,Jaipur,4,85.78,3.76
S006354,Power Supply Solutions 6354,Noida,17,86.1,8.76
S006355,Eco Supply Solutions 6355,Hyderabad,29,66.26,11.87
S006356,Advanced Supply Solutions 6356,Gurgaon,12,65.93,4.68
S006357,Standard Supply Solutions 6357,Kochi,10,95.44,7.6
S006358,Pro Supply Solutions 6358,Gurgaon,9,88.65,3.28
S006359,Pro Supply Solutions 6359,Chennai,30,68.85,2.62
S006360,Premium Supply Solutions 6360,Pune,29,67.54,1.96
S006361,Standard Supply Solutions 6361,Lucknow,21,70.5,0.58
S006362,NextGen Supply Solutions 6362,Hyderabad,15,92.44,8.74
S006363,Eco Supply Solutions 6363,Coimbatore,7,89.58,1.92
S006364,Smart Supply Solutions 6364,Kochi,29,86.71,8.18
S006365,Power Supply Solutions 6365,Indore,3,86.79,10.46
S006366,Industrial Supply Solutions 6366,Ahmedabad,7,94.2,10.19
S006367,Power Supply Solutions 6367,Hyderabad,22,76.34,3.73
S006368,Ultra Supply Solutions 6368,Bangalore,8,75.96,1.67
S006369,Pro Supply Solutions 6369,Gurgaon,6,79.46,5.43
S006370,Pro Supply Solutions 6370,Pune,19,98.65,2.34
S006371,NextGen Supply Solutions 6371,Mumbai,3,83.87,4.61
S006372,Pro Supply Solutions 6372,Indore,10,83.59,6.91
S006373,NextGen Supply Solutions 6373,Coimbatore,20,92.53,7.8
S006374,Eco Supply Solutions 6374,Pune,8,71.05,2.78
S006375,Ultra Supply Solutions 6375,Jaipur,24,78.78,2.88
S006376,Power Supply Solutions 6376,Kolkata,5,86.81,10.42
S006377,Ultra Supply Solutions 6377,Ahmedabad,20,98.59,11.35
S006378,Ultra Supply Solutions 6378,Noida,5,70.25,7.78
S006379,Premium Supply Solutions 6379,Kolkata,23,80.37,6.77
S006380,Smart Supply Solutions 6380,Lucknow,24,95.79,7.97
S006381,Smart Supply Solutions 6381,Delhi,25,89.67,1.72
S006382,Ultra Supply Solutions 6382,Jaipur,10,85.87,10.79
S006383,Standard Supply Solutions 6383,Coimbatore,9,73.74,2.66
S006384,Pro Supply Solutions 6384,Lucknow,30,71.37,8.1
S006385,Smart Supply Solutions 6385,Bangalore,23,77.72,2.82
S006386,Premium Supply Solutions 6386,Mumbai,8,73.67,8.53
S006387,Industrial Supply Solutions 6387,Noida,3,92.49,9.09
S006388,Standard Supply Solutions 6388,Indore,12,89.5,8.94
S006389,Smart Supply Solutions 6389,Lucknow,21,93.4,5.26
S006390,Standard Supply Solutions 6390,Indore,13,70.82,7.36
S006391,Eco Supply Solutions 6391,Delhi,25,75.54,7.26
S006392,Advanced Supply Solutions 6392,Ahmedabad,17,91.13,8.7
S006393,Smart Supply Solutions 6393,Jaipur,30,70.56,6.09
S006394,Premium Supply Solutions 6394,Noida,27,69.95,6.19
S006395,Premium Supply Solutions 6395,Kochi,16,78.02,8.28
S006396,Pro Supply Solutions 6396,Hyderabad,26,71.34,2.21
S006397,Premium Supply Solutions 6397,Kolkata,15,67.68,7.9
S006398,Ultra Supply Solutions 6398,Kolkata,3,75.63,1.95
S006399,Premium Supply Solutions 6399,Coimbatore,11,94.77,8.75
S006400,NextGen Supply Solutions 6400,Hyderabad,14,66.92,4.79
S006401,Premium Supply Solutions 6401,Chennai,30,84.25,10.11
S006402,Eco Supply Solutions 6402,Bangalore,26,84.14,1.24
S006403,Advanced Supply Solutions 6403,Delhi,7,83.05,5.63
S006404,NextGen Supply Solutions 6404,Coimbatore,3,82.19,2.17
S006405,Power Supply Solutions 6405,Lucknow,17,65.59,10.45
S006406,NextGen Supply Solutions 6406,Hyderabad,17,66.61,1.68
S006407,Eco Supply Solutions 6407,Jaipur,23,82.38,5.93
S006408,Standard Supply Solutions 6408,Gurgaon,10,97.92,1.44
S006409,Premium Supply Solutions 6409,Indore,25,78.87,9.61
S006410,NextGen Supply Solutions 6410,Chennai,14,81.06,3.53
S006411,Power Supply Solutions 6411,Coimbatore,12,98.39,7.21
S006412,Industrial Supply Solutions 6412,Pune,14,91.49,2.21
S006413,Pro Supply Solutions 6413,Jaipur,29,91.18,4.35
S006414,Pro Supply Solutions 6414,Pune,13,82.16,1.54
S006415,Smart Supply Solutions 6415,Jaipur,18,95.53,6.7
S006416,Pro Supply Solutions 6416,Pune,27,84.76,0.24
S006417,Smart Supply Solutions 6417,Lucknow,3,87.33,11.92
S006418,Ultra Supply Solutions 6418,Noida,18,91.78,5.11
S006419,NextGen Supply Solutions 6419,Chennai,22,78.82,7.63
S006420,Pro Supply Solutions 6420,Coimbatore,28,97.41,3.58
S006421,Standard Supply Solutions 6421,Jaipur,4,98.59,3.19
S006422,Advanced Supply Solutions 6422,Kolkata,23,84.96,10.18
S006423,Ultra Supply Solutions 6423,Delhi,25,72.55,9.15
S006424,Eco Supply Solutions 6424,Coimbatore,12,91.35,7.79
S006425,NextGen Supply Solutions 6425,Kochi,23,75.95,9.08
S006426,Eco Supply Solutions 6426,Jaipur,16,84.62,2.27
S006427,NextGen Supply Solutions 6427,Lucknow,21,67.95,11.22
S006428,Premium Supply Solutions 6428,Noida,13,92.45,5.57
S006429,Standard Supply Solutions 6429,Hyderabad,7,97.61,10.45
S006430,Ultra Supply Solutions 6430,Hyderabad,26,68.2,8.89
S006431,Power Supply Solutions 6431,Mumbai,9,89.87,3.57
S006432,Eco Supply Solutions 6432,Bangalore,8,94.27,6.92
S006433,Smart Supply Solutions 6433,Jaipur,27,68.72,11.61
S006434,Advanced Supply Solutions 6434,Lucknow,29,73.39,0.64
S006435,Standard Supply Solutions 6435,Delhi,20,78.32,5.23
S006436,Pro Supply Solutions 6436,Gurgaon,19,93.45,7.52
S006437,Power Supply Solutions 6437,Mumbai,13,81.78,4.21
S006438,Smart Supply Solutions 6438,Kolkata,20,69.66,3.95
S006439,Pro Supply Solutions 6439,Kochi,20,73.72,9.03
S006440,Advanced Supply Solutions 6440,Lucknow,17,80.89,11.01
S006441,Power Supply Solutions 6441,Coimbatore,21,66.33,6.54
S006442,Smart Supply Solutions 6442,Chennai,18,86.45,11.39
S006443,Premium Supply Solutions 6443,Coimbatore,27,65.86,1.4
S006444,Power Supply Solutions 6444,Kochi,21,91.55,2.88
S006445,Pro Supply Solutions 6445,Pune,13,89.95,1.24
S006446,Eco Supply Solutions 6446,Chennai,21,94.42,5.34
S006447,Smart Supply Solutions 6447,Mumbai,9,70.36,7.6
S006448,Standard Supply Solutions 6448,Indore,8,85.49,2.57
S006449,Ultra Supply Solutions 6449,Hyderabad,26,91.55,5.49
S006450,Ultra Supply Solutions 6450,Chennai,19,82.54,8.28
S006451,Eco Supply Solutions 6451,Kolkata,4,69.45,7.75
S006452,Power Supply Solutions 6452,Delhi,12,68.36,7.63
S006453,NextGen Supply Solutions 6453,Lucknow,30,85.6,7.35
S006454,Standard Supply Solutions 6454,Jaipur,20,81.92,11.84
S006455,Industrial Supply Solutions 6455,Delhi,27,96.61,8.62
S006456,Ultra Supply Solutions 6456,Delhi,18,93.35,10.91
S006457,Smart Supply Solutions 6457,Bangalore,4,89.61,11.43
S006458,Standard Supply Solutions 6458,Coimbatore,8,98.4,10.34
S006459,Advanced Supply Solutions 6459,Kolkata,5,88.62,1.32
S006460,Industrial Supply Solutions 6460,Noida,23,68.14,6.45
S006461,Ultra Supply Solutions 6461,Delhi,24,67.64,4.7
S006462,Industrial Supply Solutions 6462,Hyderabad,15,92.74,1.35
S006463,Smart Supply Solutions 6463,Gurgaon,23,77.26,6.86
S006464,Ultra Supply Solutions 6464,Hyderabad,18,96.43,2.71
S006465,Ultra Supply Solutions 6465,Noida,23,69.02,7.06
S006466,Premium Supply Solutions 6466,Indore,21,71.76,9.85
S006467,Advanced Supply Solutions 6467,Chennai,15,91.29,4.85
S006468,Pro Supply Solutions 6468,Noida,21,93.81,11.41
S006469,Premium Supply Solutions 6469,Indore,11,94.48,9.24
S006470,Ultra Supply Solutions 6470,Indore,23,68.37,9.69
S006471,Pro Supply Solutions 6471,Bangalore,28,77.98,1.53
S006472,Ultra Supply Solutions 6472,Mumbai,8,86.98,11.31
S006473,Industrial Supply Solutions 6473,Coimbatore,21,96.24,0.61
S006474,NextGen Supply Solutions 6474,Indore,6,73.13,10.16
S006475,Smart Supply Solutions 6475,Chennai,13,85.41,0.55
S006476,Smart Supply Solutions 6476,Ahmedabad,21,69.88,2.12
S006477,Smart Supply Solutions 6477,Gurgaon,10,90.41,3.92
S006478,Advanced Supply Solutions 6478,Jaipur,9,69.34,8.91
S006479,Eco Supply Solutions 6479,Kochi,13,99.0,10.81
S006480,Advanced Supply Solutions 6480,Pune,6,68.14,8.06
S006481,Standard Supply Solutions 6481,Indore,20,88.3,8.79
S006482,Power Supply Solutions 6482,Bangalore,6,91.42,3.62
S006483,NextGen Supply Solutions 6483,Bangalore,12,73.77,11.71
S006484,Premium Supply Solutions 6484,Coimbatore,11,73.66,5.01
S006485,Eco Supply Solutions 6485,Delhi,30,85.27,10.97
S006486,NextGen Supply Solutions 6486,Coimbatore,30,86.44,9.4
S006487,Eco Supply Solutions 6487,Chennai,5,89.5,4.53
S006488,Smart Supply Solutions 6488,Pune,7,84.73,4.25
S006489,Ultra Supply Solutions 6489,Bangalore,23,70.93,8.22
S006490,Ultra Supply Solutions 6490,Coimbatore,11,96.42,11.3
S006491,Power Supply Solutions 6491,Pune,21,70.66,8.13
S006492,Premium Supply Solutions 6492,Delhi,28,84.22,10.32
S006493,Smart Supply Solutions 6493,Ahmedabad,7,96.28,11.6
S006494,Advanced Supply Solutions 6494,Delhi,29,96.04,4.09
S006495,Smart Supply Solutions 6495,Kochi,4,70.71,6.55
S006496,Power Supply Solutions 6496,Mumbai,9,73.11,7.39
S006497,Standard Supply Solutions 6497,Ahmedabad,17,85.46,2.76
S006498,Power Supply Solutions 6498,Pune,27,76.46,9.61
S006499,Advanced Supply Solutions 6499,Bangalore,18,89.85,3.29
S006500,Industrial Supply Solutions 6500,Bangalore,6,82.76,8.54
S006501,Ultra Supply Solutions 6501,Ahmedabad,9,74.05,6.38
S006502,NextGen Supply Solutions 6502,Pune,24,78.98,10.07
S006503,Premium Supply Solutions 6503,Mumbai,18,88.5,6.24
S006504,Premium Supply Solutions 6504,Delhi,3,91.69,7.12
S006505,Industrial Supply Solutions 6505,Lucknow,17,77.57,2.34
S006506,Smart Supply Solutions 6506,Jaipur,14,68.57,9.74
S006507,NextGen Supply Solutions 6507,Noida,3,77.01,4.95
S006508,Industrial Supply Solutions 6508,Lucknow,9,86.44,7.04
S006509,Standard Supply Solutions 6509,Mumbai,29,90.83,10.18
S006510,Pro Supply Solutions 6510,Jaipur,22,94.91,5.86
S006511,Smart Supply Solutions 6511,Kochi,4,97.71,3.44
S006512,Power Supply Solutions 6512,Hyderabad,3,83.0,3.33
S006513,Pro Supply Solutions 6513,Gurgaon,12,94.93,6.88
S006514,Ultra Supply Solutions 6514,Kochi,16,73.91,3.64
S006515,Power Supply Solutions 6515,Noida,15,84.03,4.19
S006516,Advanced Supply Solutions 6516,Hyderabad,22,83.34,2.97
S006517,Smart Supply Solutions 6517,Noida,7,91.14,5.47
S006518,Premium Supply Solutions 6518,Kochi,4,91.29,5.7
S006519,Ultra Supply Solutions 6519,Bangalore,21,74.7,6.41
S006520,Pro Supply Solutions 6520,Gurgaon,28,95.12,7.2
S006521,Pro Supply Solutions 6521,Ahmedabad,7,95.31,7.14
S006522,Pro Supply Solutions 6522,Pune,13,97.24,4.53
S006523,Ultra Supply Solutions 6523,Bangalore,20,80.56,10.83
S006524,Standard Supply Solutions 6524,Mumbai,7,98.57,6.24
S006525,Smart Supply Solutions 6525,Kochi,27,91.69,10.02
S006526,Pro Supply Solutions 6526,Lucknow,9,87.21,6.78
S006527,Pro Supply Solutions 6527,Kolkata,17,79.7,4.57
S006528,Industrial Supply Solutions 6528,Coimbatore,12,93.64,8.92
S006529,Power Supply Solutions 6529,Indore,21,90.98,2.29
S006530,Advanced Supply Solutions 6530,Noida,8,84.91,11.64
S006531,Pro Supply Solutions 6531,Gurgaon,5,98.9,6.95
S006532,Smart Supply Solutions 6532,Coimbatore,17,73.48,1.43
S006533,Industrial Supply Solutions 6533,Noida,27,86.82,5.17
S006534,Ultra Supply Solutions 6534,Coimbatore,20,75.92,8.61
